error_type,src_id,tgt_id,true_rel,pred_rel,note
WRONG_LABEL,5.13-1A,5.1.2-2,OVERLAP,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.0-1,5.2.4-1,OVERLAP,COMPLEMENTARITY,Pair found but relationship label incorrect
FALSE_NEGATIVE,5.1-2A,5.2.2-1,COMPLEMENTARITY,NO_RELATION,GT pair missed entirely by model
WRONG_LABEL,5.5-2,5.2.5-2.1,OVERLAP,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.3-15B,5.5.1-2,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.4-2,5.2.4-1.2,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.6-8,5.2.2-1,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.6-4B,5.2.2-1,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.5-3,5.4.1-1,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.9-3,5.1.1-1,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.8-3,5.1.2-3,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.5-3,5.2.4-2,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.3-16,5.1.4-2,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.11-4,5.1.4-5,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.2-1,5.1.2-3,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.10-1,5.1.4-3,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.13-1A,5.1.2-1,NO_RELATION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.3-2,5.4.1-2,SUBSUMPTION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.5-4,5.2.2-2,SUBSUMPTION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.7-2,5.4.2-3,OVERLAP,COMPLEMENTARITY,Pair found but relationship label incorrect
FALSE_NEGATIVE,5.6-2,5.2.5-4,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
WRONG_LABEL,5.8-2,5.2.1-4.2,SUBSUMPTION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.2-3,5.1.3-4,SUBSUMPTION,COMPLEMENTARITY,Pair found but relationship label incorrect
FALSE_NEGATIVE,5.7-1,5.2.3-1,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.1-5,5.2.2-5,COMPLEMENTARITY,NO_RELATION,GT pair missed entirely by model
WRONG_LABEL,5.2-1,5.2.2-5,SUBSUMPTION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.5-6,5.2.1-4,SUBSUMPTION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.7-2,5.4.2-1,SUBSUMPTION,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.0-1,5.2.4-1.1,OVERLAP,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.5-8,5.2.4-3,OVERLAP,COMPLEMENTARITY,Pair found but relationship label incorrect
WRONG_LABEL,5.12-2,5.3.1-2.1,OVERLAP,COMPLEMENTARITY,Pair found but relationship label incorrect
