error_type,src_id,tgt_id,true_rel,pred_rel,note
FALSE_NEGATIVE,5.8-3,5.3.1-1,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.9-1,5.2.1-3,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.9-2,5.2.1-3,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.9-2,5.2.1-3.1,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.9-3,5.2.1-3,COMPLEMENTARITY,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.10-1,5.4.2-2,EQUIVALENCE,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.10-1,5.4.2-1,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.10-1,5.4.2-4,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.11-1,5.5.1-2,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.11-2,5.5.1-2,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.11-3,5.3.1-2,COMPLEMENTARITY,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.12-2,5.3.1-2,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.12-3,5.3.1-2,OVERLAP,NO_RELATION,GT pair missed entirely by model
WRONG_LABEL,5.13-1A,5.2.1-4.1,OVERLAP,COMPLEMENTARITY,Pair found but relationship label incorrect
FALSE_NEGATIVE,5.13-1B,5.2.1-4.1,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.13-1B,5.1.2-2,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.13-1A,5.1.2-2,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.0-1,5.2.4-1,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.0-1,5.2.3-2,COMPLEMENTARITY,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.1-2A,5.2.2-1,COMPLEMENTARITY,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.3-6B,5.3.1-2.2,COMPLEMENTARITY,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.5-2,5.2.5-2.1,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.3-2,5.4.1-2,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.5-4,5.2.2-2,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.7-2,5.4.2-3,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.6-2,5.2.5-4,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.8-2,5.2.1-4.2,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.2-3,5.1.3-4,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.7-1,5.2.3-1,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.1-5,5.2.2-5,COMPLEMENTARITY,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.2-1,5.2.2-5,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.5-6,5.2.1-4,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.7-2,5.4.2-1,SUBSUMPTION,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.0-1,5.2.4-1.1,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.5-8,5.2.4-3,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_NEGATIVE,5.12-2,5.3.1-2.1,OVERLAP,NO_RELATION,GT pair missed entirely by model
FALSE_POSITIVE_UNANNOTATED,5.3-8,5.1.1-2.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.4.1-1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.1.1-2.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-8,5.3.1-3,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-8,5.3.1-2.2,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4A,5.3.1-2.2,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.3.1-3,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4A,5.3.1-3,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.4.1-1.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.2.1-2,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.2.5-1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.2.2-6,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.2-3,5.4.2-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4B,5.3.1-3,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4B,5.3.1-2.2,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.2.2-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4A,5.1.1-2.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-5,5.3.1-2.2,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-13,5.2.2-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.3.1-3,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.4.2-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4A,5.4.1-1.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.2-2,5.3.1-3,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.5-8,5.1.3-1.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.2.2-1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-8,5.2.2-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-8,5.4.1-1.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.2.3-2.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.2-2,5.4.1-1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.1.2-5.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.1.1-2,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.13-1B,5.2.1-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.2.2-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4B,5.4.2-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.1.4-5,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4A,5.4.1-2,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.6-9,5.1.2-4,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.1.3-1.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-11,5.4.1-2,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-10,5.4.1-1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
FALSE_POSITIVE_UNANNOTATED,5.3-4B,5.4.1-1.1,UNKNOWN,COMPLEMENTARITY,Predicted pair not in GT at all (may or may not be correct)
